LeafLength	Marker	FileName
256.2718	27	20180222_120621.jpg
376.0072	27	20180222_120621.jpg
188.4726	27	20180222_120621.jpg
99.9003	28	20180222_120625.jpg
240.7687	28	20180222_120625.jpg
373.1254	28	20180222_120625.jpg
187.7815	28	20180222_120625.jpg
122.7382	29	20180222_121104.jpg
315.3757	29	20180222_121104.jpg
439.1157	29	20180222_121104.jpg
388.0264	29	20180222_121104.jpg
120.1935	30	20180222_121105.jpg
315.4248	30	20180222_121105.jpg
438.4085	30	20180222_121105.jpg
381.1586	30	20180222_121105.jpg
143.5707	31	20180222_121559.jpg
349.0360	31	20180222_121559.jpg
545.6943	31	20180222_121559.jpg
351.0798	31	20180222_121559.jpg
140.9924	32	20180222_121603.jpg
346.9742	32	20180222_121603.jpg
544.7466	32	20180222_121603.jpg
348.9266	32	20180222_121603.jpg
127.5178	33	20180222_122014.jpg
312.7639	33	20180222_122014.jpg
454.8941	33	20180222_122014.jpg
308.1997	33	20180222_122014.jpg
130.1517	34	20180222_122016.jpg
317.1079	34	20180222_122016.jpg
454.3706	34	20180222_122016.jpg
306.9823	34	20180222_122016.jpg
132.5363	35	20180222_122643.jpg
287.2907	35	20180222_122643.jpg
399.1505	35	20180222_122643.jpg
256.4972	35	20180222_122643.jpg
131.0614	36	20180222_122646.jpg
288.8976	36	20180222_122646.jpg
395.4231	36	20180222_122646.jpg
255.6715	36	20180222_122646.jpg
76.5203	40	20180227_160348.jpg
187.0965	40	20180227_160348.jpg
282.2311	40	20180227_160348.jpg
151.3438	40	20180227_160348.jpg
76.4770	41	20180227_160350.jpg
187.3918	41	20180227_160350.jpg
281.2920	41	20180227_160350.jpg
150.9999	41	20180227_160350.jpg
90.7984	42	20180227_160727.jpg
207.3954	42	20180227_160727.jpg
330.9680	42	20180227_160727.jpg
195.2297	42	20180227_160727.jpg
92.2083	43	20180227_160731.jpg
190.4206	43	20180227_160731.jpg
331.2229	43	20180227_160731.jpg
195.5782	43	20180227_160731.jpg
63.3978	44	20180227_161056.jpg
152.8228	44	20180227_161056.jpg
269.5424	44	20180227_161056.jpg
308.1381	44	20180227_161056.jpg
205.2663	44	20180227_161056.jpg
63.9059	45	20180227_161057.jpg
151.4841	45	20180227_161057.jpg
270.7046	45	20180227_161057.jpg
310.0651	45	20180227_161057.jpg
204.7540	45	20180227_161057.jpg
80.3632	46	20180227_161558.jpg
220.8170	46	20180227_161558.jpg
227.6527	46	20180227_161558.jpg
334.4541	46	20180227_161558.jpg
82.4398	47	20180227_161559.jpg
220.4886	47	20180227_161559.jpg
228.8095	47	20180227_161559.jpg
323.7509	47	20180227_161559.jpg
73.4934	48	20180227_162116.jpg
201.9140	48	20180227_162116.jpg
293.2300	48	20180227_162116.jpg
142.2877	48	20180227_162116.jpg
73.6752	49	20180227_162117.jpg
202.5019	49	20180227_162117.jpg
290.9632	49	20180227_162117.jpg
142.1861	49	20180227_162117.jpg
78.1851	50	20180227_162510.jpg
203.2781	50	20180227_162510.jpg
318.5827	50	20180227_162510.jpg
169.3814	50	20180227_162510.jpg
76.9784	51	20180227_162512.jpg
205.4844	51	20180227_162512.jpg
319.3001	51	20180227_162512.jpg
170.0704	51	20180227_162512.jpg
93.6226	52	20180227_162756.jpg
224.7995	52	20180227_162756.jpg
405.1011	52	20180227_162756.jpg
217.2219	52	20180227_162756.jpg
93.4837	53	20180227_162757.jpg
225.8730	53	20180227_162757.jpg
401.6694	53	20180227_162757.jpg
217.1757	53	20180227_162757.jpg
68.8704	54	20180227_163939.jpg
202.4914	54	20180227_163939.jpg
300.2178	54	20180227_163939.jpg
157.5772	54	20180227_163939.jpg
68.3185	55	20180227_163940.jpg
204.4041	55	20180227_163940.jpg
301.4181	55	20180227_163940.jpg
156.7733	55	20180227_163940.jpg
50.6070	56	20180227_164615.jpg
148.7686	56	20180227_164615.jpg
225.7841	56	20180227_164615.jpg
135.8995	56	20180227_164615.jpg
50.4825	57	20180227_164616.jpg
150.4135	57	20180227_164616.jpg
231.9062	57	20180227_164616.jpg
138.3844	57	20180227_164616.jpg
46.0686	58	20180227_165654.jpg
110.4132	58	20180227_165654.jpg
146.8394	58	20180227_165654.jpg
93.2716	58	20180227_165654.jpg
46.9854	59	20180227_165656.jpg
112.6903	59	20180227_165656.jpg
149.0359	59	20180227_165656.jpg
93.4003	59	20180227_165656.jpg
42.6688	60	20180227_170523.jpg
122.1432	60	20180227_170523.jpg
184.4772	60	20180227_170523.jpg
103.5227	60	20180227_170523.jpg
42.6644	61	20180227_170525.jpg
121.0439	61	20180227_170525.jpg
183.7939	61	20180227_170525.jpg
102.9964	61	20180227_170525.jpg
86.2916	62	20180227_171405.jpg
178.7869	62	20180227_171405.jpg
231.1363	62	20180227_171405.jpg
141.2360	62	20180227_171405.jpg
85.7951	63	20180227_171409.jpg
178.8888	63	20180227_171409.jpg
230.1965	63	20180227_171409.jpg
141.2007	63	20180227_171409.jpg
64.8199	64	20180227_171534.jpg
151.9740	64	20180227_171534.jpg
243.7921	64	20180227_171534.jpg
134.5021	64	20180227_171534.jpg
64.3616	65	20180227_171535.jpg
152.0072	65	20180227_171535.jpg
242.5363	65	20180227_171535.jpg
133.2520	65	20180227_171535.jpg
56.9662	66	20180227_172109.jpg
148.9521	66	20180227_172109.jpg
234.5670	66	20180227_172109.jpg
175.0347	66	20180227_172109.jpg
57.0048	67	20180227_172112.jpg
147.3742	67	20180227_172112.jpg
234.0075	67	20180227_172112.jpg
173.6474	67	20180227_172112.jpg
68.2219	68	20180301_140301.jpg
185.5951	68	20180301_140301.jpg
341.9946	68	20180301_140301.jpg
339.1700	68	20180301_140301.jpg
232.6772	68	20180301_140301.jpg
64.1221	69	20180301_140332.jpg
182.7447	69	20180301_140332.jpg
368.7563	69	20180301_140332.jpg
373.7672	69	20180301_140332.jpg
234.5243	69	20180301_140332.jpg
74.0987	70	20180301_140558.jpg
186.0072	70	20180301_140558.jpg
373.3395	70	20180301_140558.jpg
333.2137	70	20180301_140558.jpg
246.6406	70	20180301_140558.jpg
72.1958	71	20180301_140600.jpg
185.7945	71	20180301_140600.jpg
373.8341	71	20180301_140600.jpg
330.6783	71	20180301_140600.jpg
245.2864	71	20180301_140600.jpg
71.2245	72	20180301_141014.jpg
181.1448	72	20180301_141014.jpg
310.3573	72	20180301_141014.jpg
462.7550	72	20180301_141014.jpg
270.8678	72	20180301_141014.jpg
71.9910	73	20180301_141015.jpg
180.8150	73	20180301_141015.jpg
306.9230	73	20180301_141015.jpg
466.2083	73	20180301_141015.jpg
270.8770	73	20180301_141015.jpg
94.8772	74	20180302_122039.jpg
272.0518	74	20180302_122039.jpg
335.6350	74	20180302_122039.jpg
195.9074	74	20180302_122039.jpg
91.1737	75	20180302_122041.jpg
259.0706	75	20180302_122041.jpg
340.5225	75	20180302_122041.jpg
194.7891	75	20180302_122041.jpg
40.6131	76	20180302_122349.jpg
105.6825	76	20180302_122349.jpg
228.6740	76	20180302_122349.jpg
121.2837	76	20180302_122349.jpg
38.7057	77	20180302_122351.jpg
104.5585	77	20180302_122351.jpg
225.9309	77	20180302_122351.jpg
120.7534	77	20180302_122351.jpg
100.4874	78	20180302_123223.jpg
268.9833	78	20180302_123223.jpg
424.8120	78	20180302_123223.jpg
425.5610	78	20180302_123223.jpg
359.8880	78	20180302_123223.jpg
102.3713	79	20180302_123225.jpg
268.0399	79	20180302_123225.jpg
427.2590	79	20180302_123225.jpg
435.8870	79	20180302_123225.jpg
359.5036	79	20180302_123225.jpg
70.0426	80	20180302_123509.jpg
155.5620	80	20180302_123509.jpg
189.0317	80	20180302_123509.jpg
99.1901	80	20180302_123509.jpg
66.9616	81	20180302_123510.jpg
154.9314	81	20180302_123510.jpg
188.0109	81	20180302_123510.jpg
97.7804	81	20180302_123510.jpg
43.1535	82	20180302_123637.jpg
115.7398	82	20180302_123637.jpg
212.2222	82	20180302_123637.jpg
132.5871	82	20180302_123637.jpg
44.4412	83	20180302_123638.jpg
117.3918	83	20180302_123638.jpg
216.6182	83	20180302_123638.jpg
134.8842	83	20180302_123638.jpg
46.3020	84	20180302_124445.jpg
130.9661	84	20180302_124445.jpg
219.9308	84	20180302_124445.jpg
110.0632	84	20180302_124445.jpg
46.1602	85	20180302_124446.jpg
129.2605	85	20180302_124446.jpg
216.3662	85	20180302_124446.jpg
108.9583	85	20180302_124446.jpg

